Date,Open,High,Low,Close,Adj Close,Volume
2014-10-10,3.670000,3.670000,3.600000,3.600000,3.243800,1800
2014-10-13,3.600000,3.600000,3.600000,3.600000,3.243800,0
2014-10-14,3.510000,3.510000,3.510000,3.510000,3.162706,400
2014-10-15,3.480000,3.500000,3.330000,3.340000,3.009526,24800
2014-10-16,3.320000,3.320000,3.320000,3.320000,2.991505,1000
2014-10-17,3.320000,3.320000,3.320000,3.320000,2.991505,0
2014-10-20,3.530000,3.530000,3.530000,3.530000,3.180727,2500
2014-10-21,3.530000,3.530000,3.530000,3.530000,3.180727,0
2014-10-22,3.600000,3.600000,3.480000,3.490000,3.144684,31000
2014-10-23,3.490000,3.490000,3.490000,3.490000,3.144684,0
2014-10-24,3.600000,3.600000,3.600000,3.600000,3.243800,2100
2014-10-27,3.560000,3.580000,3.560000,3.580000,3.225779,10600
2014-10-28,3.610000,3.610000,3.550000,3.560000,3.207758,48900
2014-10-29,3.550000,3.550000,3.500000,3.520000,3.171716,11600
2014-10-30,3.520000,3.520000,3.520000,3.520000,3.171716,0
2014-10-31,3.650000,3.900000,3.650000,3.820000,3.442033,35700
2014-11-03,3.770000,3.770000,3.770000,3.770000,3.396980,1800
2014-11-04,3.780000,3.780000,3.750000,3.750000,3.378959,52100
2014-11-05,3.750000,3.750000,3.750000,3.750000,3.378959,0
2014-11-06,3.750000,3.750000,3.750000,3.750000,3.387993,0
2014-11-07,3.700000,3.770000,3.700000,3.770000,3.406063,10300
2014-11-10,3.680000,3.700000,3.680000,3.700000,3.342820,32700
2014-11-11,3.700000,3.700000,3.700000,3.700000,3.342820,0
2014-11-12,3.700000,3.700000,3.700000,3.700000,3.342820,0
2014-11-13,3.530000,3.530000,3.450000,3.450000,3.116954,5700
2014-11-14,3.600000,3.600000,3.600000,3.600000,3.252474,400
2014-11-17,3.660000,3.660000,3.630000,3.630000,3.279577,4900
2014-11-18,3.630000,3.630000,3.630000,3.630000,3.279577,0
2014-11-19,3.630000,3.630000,3.630000,3.630000,3.279577,0
2014-11-20,3.630000,3.630000,3.630000,3.630000,3.279577,0
2014-11-21,3.630000,3.630000,3.630000,3.630000,3.279577,0
2014-11-24,3.700000,3.780000,3.680000,3.680000,3.324751,15100
2014-11-25,3.730000,3.800000,3.720000,3.720000,3.360890,5800
2014-11-26,3.720000,3.720000,3.720000,3.720000,3.360890,0
2014-11-28,3.800000,3.800000,3.720000,3.720000,3.360890,13800
2014-12-01,3.830000,3.830000,3.830000,3.830000,3.460270,29500
2014-12-02,3.810000,3.850000,3.810000,3.850000,3.478340,600
2014-12-03,3.800000,3.800000,3.800000,3.800000,3.433167,600
2014-12-04,3.770000,3.770000,3.770000,3.770000,3.406063,83300
2014-12-05,3.850000,3.850000,3.840000,3.840000,3.469306,16100
2014-12-08,3.800000,3.800000,3.800000,3.800000,3.433167,600
2014-12-09,3.770000,3.770000,3.770000,3.770000,3.406063,100
2014-12-10,3.790000,3.790000,3.790000,3.790000,3.424132,300
2014-12-11,3.690000,3.770000,3.690000,3.770000,3.406063,36300
2014-12-12,3.590000,3.590000,3.590000,3.590000,3.243439,2800
2014-12-15,3.560000,3.560000,3.560000,3.560000,3.216335,100
2014-12-16,3.560000,3.560000,3.560000,3.560000,3.216335,0
2014-12-17,3.500000,3.500000,3.500000,3.500000,3.162127,6500
2014-12-18,3.620000,3.620000,3.620000,3.620000,3.270543,12200
2014-12-19,3.700000,3.700000,3.700000,3.700000,3.342820,7800
2014-12-22,3.710000,3.730000,3.710000,3.720000,3.360890,12600
2014-12-23,3.740000,3.760000,3.730000,3.760000,3.397028,13800
2014-12-24,3.720000,3.770000,3.720000,3.770000,3.406063,18600
2014-12-26,3.720000,3.790000,3.720000,3.780000,3.415098,2000
2014-12-29,3.700000,3.740000,3.700000,3.740000,3.378959,6400
2014-12-30,3.730000,3.810000,3.730000,3.810000,3.442202,51900
2014-12-31,3.730000,3.740000,3.500000,3.650000,3.297647,65400
2015-01-02,3.700000,3.760000,3.670000,3.670000,3.315716,5500
2015-01-05,3.670000,3.670000,3.670000,3.670000,3.315716,0
2015-01-06,3.530000,3.530000,3.530000,3.530000,3.189231,47600
2015-01-07,3.470000,3.470000,3.470000,3.470000,3.135023,1200
2015-01-08,3.530000,3.530000,3.500000,3.500000,3.162127,3200
2015-01-09,3.460000,3.460000,3.390000,3.430000,3.098885,17900
2015-01-12,3.430000,3.430000,3.430000,3.430000,3.098885,0
2015-01-13,3.430000,3.430000,3.430000,3.430000,3.098885,0
2015-01-14,3.400000,3.400000,3.400000,3.400000,3.071781,4000
2015-01-15,3.400000,3.400000,3.400000,3.400000,3.071781,0
2015-01-16,3.390000,3.390000,3.390000,3.390000,3.062746,5800
2015-01-20,3.610000,3.610000,3.610000,3.610000,3.261508,1500
2015-01-21,3.560000,3.660000,3.560000,3.660000,3.306682,12000
2015-01-22,3.710000,3.720000,3.710000,3.720000,3.360890,6700
2015-01-23,3.630000,3.630000,3.610000,3.610000,3.261508,4200
2015-01-26,3.590000,3.710000,3.590000,3.700000,3.342820,11500
2015-01-27,3.620000,3.620000,3.620000,3.620000,3.270543,1900
2015-01-28,3.620000,3.620000,3.620000,3.620000,3.270543,6000
2015-01-29,3.590000,3.650000,3.540000,3.650000,3.297647,5800
2015-01-30,3.480000,3.480000,3.480000,3.480000,3.144058,1600
2015-02-02,3.500000,3.610000,3.500000,3.610000,3.261508,24600
2015-02-03,3.730000,3.730000,3.710000,3.710000,3.351855,94000
2015-02-04,3.720000,3.730000,3.720000,3.730000,3.369924,26700
2015-02-05,3.860000,3.860000,3.780000,3.780000,3.415098,5400
2015-02-06,3.900000,3.900000,3.860000,3.860000,3.487374,99800
2015-02-09,3.860000,3.860000,3.860000,3.860000,3.487374,0
2015-02-10,3.860000,3.860000,3.860000,3.860000,3.487374,0
2015-02-11,3.880000,3.880000,3.880000,3.880000,3.505444,600
2015-02-12,3.850000,3.880000,3.850000,3.880000,3.505444,7600
2015-02-13,3.910000,3.920000,3.910000,3.920000,3.541583,500
2015-02-17,3.920000,3.940000,3.870000,3.940000,3.559652,39200
2015-02-18,4.000000,4.010000,4.000000,4.010000,3.622895,68700
2015-02-19,3.960000,3.960000,3.960000,3.960000,3.577721,20000
2015-02-20,4.000000,4.000000,4.000000,4.000000,3.613860,44900
2015-02-23,4.000000,4.050000,4.000000,4.050000,3.659033,10200
2015-02-24,4.060000,4.060000,4.060000,4.060000,3.668068,10000
2015-02-25,4.050000,4.050000,4.050000,4.050000,3.659033,25200
2015-02-26,4.050000,4.050000,4.050000,4.050000,3.659033,0
2015-02-27,3.910000,3.910000,3.910000,3.910000,3.532548,700
2015-03-02,4.000000,4.000000,4.000000,4.000000,3.613860,78000
2015-03-03,3.870000,3.870000,3.860000,3.860000,3.487374,1700
2015-03-04,3.930000,4.060000,3.930000,3.970000,3.586756,7500
2015-03-05,3.980000,4.100000,3.980000,3.990000,3.604825,15200
2015-03-06,4.000000,4.000000,3.920000,3.920000,3.541583,8600
2015-03-09,3.950000,4.030000,3.900000,3.900000,3.523513,2300
2015-03-10,3.900000,3.900000,3.900000,3.900000,3.555421,0
2015-03-11,3.900000,3.900000,3.900000,3.900000,3.555421,0
2015-03-12,3.830000,3.830000,3.830000,3.830000,3.491605,153500
2015-03-13,3.680000,3.750000,3.680000,3.750000,3.418674,29900
2015-03-16,3.750000,3.750000,3.730000,3.730000,3.400441,1700
2015-03-17,3.710000,3.710000,3.710000,3.710000,3.382208,400
2015-03-18,3.770000,3.780000,3.770000,3.780000,3.446023,1000
2015-03-19,3.780000,3.780000,3.780000,3.780000,3.446023,11500
2015-03-20,3.850000,3.850000,3.800000,3.800000,3.464256,6000
2015-03-23,3.850000,3.890000,3.820000,3.890000,3.546304,82400
2015-03-24,3.890000,3.890000,3.890000,3.890000,3.546304,0
2015-03-25,3.770000,3.820000,3.720000,3.720000,3.391325,2800
2015-03-26,3.670000,3.710000,3.670000,3.690000,3.363975,35700
2015-03-27,3.670000,3.670000,3.620000,3.620000,3.300160,3800
2015-03-30,3.620000,3.670000,3.620000,3.670000,3.345742,22700
2015-03-31,3.600000,3.600000,3.600000,3.600000,3.281927,600
2015-04-01,3.830000,3.830000,3.830000,3.830000,3.491605,24300
2015-04-02,3.830000,3.830000,3.830000,3.830000,3.491605,0
2015-04-06,3.820000,3.820000,3.820000,3.820000,3.482489,5700
2015-04-07,3.840000,3.840000,3.840000,3.840000,3.500722,200
2015-04-08,3.920000,3.920000,3.750000,3.750000,3.418674,120400
2015-04-09,3.830000,3.830000,3.780000,3.780000,3.446023,2900
2015-04-10,3.780000,3.780000,3.780000,3.780000,3.446023,0
2015-04-13,3.760000,3.800000,3.760000,3.800000,3.464256,3300
2015-04-14,3.850000,3.900000,3.850000,3.900000,3.555421,112500
2015-04-15,3.830000,3.830000,3.810000,3.820000,3.482489,15200
2015-04-16,3.860000,3.900000,3.850000,3.900000,3.555421,18400
2015-04-17,3.850000,3.850000,3.850000,3.850000,3.509838,1700
2015-04-20,3.850000,3.850000,3.850000,3.850000,3.509838,0
2015-04-21,3.790000,3.790000,3.760000,3.760000,3.427790,6700
2015-04-22,3.810000,3.890000,3.770000,3.800000,3.464256,7700
2015-04-23,3.800000,3.800000,3.800000,3.800000,3.464256,50000
2015-04-24,3.920000,3.950000,3.920000,3.950000,3.601003,14500
2015-04-27,3.940000,4.000000,3.940000,4.000000,3.646585,36200
2015-04-28,3.960000,3.990000,3.960000,3.990000,3.637469,1300
2015-04-29,3.910000,3.920000,3.910000,3.910000,3.564537,27100
2015-04-30,3.880000,3.880000,3.880000,3.880000,3.537188,20000
2015-05-01,3.840000,3.840000,3.800000,3.800000,3.464256,64200
2015-05-04,3.940000,3.940000,3.880000,3.880000,3.537188,2000
2015-05-05,3.820000,3.820000,3.820000,3.820000,3.482489,1500
2015-05-06,3.760000,3.760000,3.760000,3.760000,3.427790,9000
2015-05-07,3.760000,3.760000,3.760000,3.760000,3.436931,0
2015-05-08,3.960000,3.990000,3.960000,3.980000,3.638028,26900
2015-05-11,4.100000,4.100000,4.010000,4.090000,3.738577,20800
2015-05-12,4.000000,4.000000,4.000000,4.000000,3.656310,14800
2015-05-13,4.040000,4.070000,4.040000,4.070000,3.720295,14300
2015-05-14,4.100000,4.130000,4.100000,4.110000,3.756858,21000
2015-05-15,4.080000,4.080000,4.080000,4.080000,3.729436,4500
2015-05-18,4.080000,4.080000,4.080000,4.080000,3.729436,0
2015-05-19,4.080000,4.080000,4.080000,4.080000,3.729436,0
2015-05-20,4.130000,4.230000,4.130000,4.230000,3.866547,12300
2015-05-21,4.230000,4.230000,4.230000,4.230000,3.866547,5300
2015-05-22,4.210000,4.210000,4.170000,4.170000,3.811702,5000
2015-05-26,4.050000,4.050000,4.050000,4.050000,3.702013,7100
2015-05-27,4.090000,4.100000,4.090000,4.100000,3.747718,19000
2015-05-28,4.100000,4.100000,4.100000,4.100000,3.747718,6600
2015-05-29,4.080000,4.080000,4.080000,4.080000,3.729436,300
2015-06-01,4.120000,4.120000,4.120000,4.120000,3.765998,400
2015-06-02,4.080000,4.090000,4.050000,4.090000,3.738577,5400
2015-06-03,4.150000,4.150000,4.150000,4.150000,3.793422,400
2015-06-04,4.050000,4.050000,4.050000,4.050000,3.702013,3700
2015-06-05,4.050000,4.050000,4.050000,4.050000,3.702013,1800
2015-06-08,4.000000,4.050000,4.000000,4.050000,3.702013,1900
2015-06-09,4.040000,4.060000,4.040000,4.060000,3.711155,2000
2015-06-10,4.130000,4.140000,4.130000,4.130000,3.775140,5200
2015-06-11,4.130000,4.200000,4.130000,4.200000,3.839125,900
2015-06-12,4.160000,4.160000,4.150000,4.150000,3.793422,7500
2015-06-15,4.150000,4.150000,4.150000,4.150000,3.793422,0
2015-06-16,4.120000,4.120000,4.120000,4.120000,3.765998,700
2015-06-17,4.130000,4.130000,4.130000,4.130000,3.775140,1000
2015-06-18,4.130000,4.130000,4.130000,4.130000,3.775140,0
2015-06-19,4.150000,4.200000,4.150000,4.160000,3.802562,19000
2015-06-22,4.240000,4.260000,4.210000,4.210000,3.848266,3600
2015-06-23,4.220000,4.240000,4.220000,4.240000,3.875687,2700
2015-06-24,4.230000,4.230000,4.230000,4.230000,3.866547,900
2015-06-25,4.230000,4.230000,4.230000,4.230000,3.866547,0
2015-06-26,4.250000,4.250000,4.240000,4.240000,3.875687,1400
2015-06-29,4.190000,4.190000,4.110000,4.130000,3.775140,1100
2015-06-30,4.060000,4.060000,4.060000,4.060000,3.711155,7900
2015-07-01,4.170000,4.170000,4.070000,4.070000,3.720295,5000
2015-07-02,4.070000,4.070000,4.070000,4.070000,3.720295,0
2015-07-06,4.060000,4.110000,3.990000,3.990000,3.647169,3100
2015-07-07,3.990000,3.990000,3.990000,3.990000,3.647169,1800
2015-07-08,3.890000,3.890000,3.890000,3.890000,3.555761,300
2015-07-09,3.970000,3.990000,3.950000,3.950000,3.610606,8500
2015-07-10,4.150000,4.150000,4.150000,4.150000,3.793422,500
2015-07-13,4.150000,4.150000,4.150000,4.150000,3.793422,0
2015-07-14,4.150000,4.150000,4.150000,4.150000,3.793422,0
2015-07-15,4.300000,4.300000,4.270000,4.270000,3.903110,1400
2015-07-16,4.330000,4.350000,4.330000,4.340000,3.967097,9900
2015-07-17,4.300000,4.350000,4.300000,4.350000,3.976237,49800
2015-07-20,4.430000,4.430000,4.430000,4.430000,4.049364,1900
2015-07-21,4.350000,4.370000,4.330000,4.330000,3.957955,13400
2015-07-22,4.330000,4.330000,4.330000,4.330000,3.957955,0
2015-07-23,4.310000,4.380000,4.310000,4.380000,4.003659,2000
2015-07-24,4.430000,4.430000,4.310000,4.310000,3.939674,2500
2015-07-27,4.280000,4.400000,4.280000,4.390000,4.012800,2800
2015-07-28,4.320000,4.320000,4.320000,4.320000,3.948815,1300
2015-07-29,4.420000,4.420000,4.420000,4.420000,4.040222,2200
2015-07-30,4.490000,4.490000,4.450000,4.450000,4.067644,7000
2015-07-31,4.440000,4.500000,4.440000,4.500000,4.113349,25100
2015-08-03,4.470000,4.470000,4.440000,4.440000,4.058504,2100
2015-08-04,4.490000,4.490000,4.350000,4.480000,4.095068,2500
2015-08-05,4.480000,4.480000,4.480000,4.480000,4.095068,0
2015-08-06,4.480000,4.480000,4.480000,4.480000,4.104228,0
2015-08-07,4.480000,4.480000,4.480000,4.480000,4.104228,0
2015-08-10,4.370000,4.370000,4.370000,4.370000,4.003454,700
2015-08-11,4.300000,4.300000,4.250000,4.250000,3.893520,9500
2015-08-12,4.200000,4.290000,4.160000,4.290000,3.930165,26200
2015-08-13,4.290000,4.290000,4.290000,4.290000,3.930165,0
2015-08-14,4.240000,4.240000,4.240000,4.240000,3.884358,9500
2015-08-17,4.210000,4.210000,4.210000,4.210000,3.856875,12700
2015-08-18,4.380000,4.380000,4.380000,4.380000,4.012615,2000
2015-08-19,4.380000,4.380000,4.380000,4.380000,4.012615,2400
2015-08-20,4.160000,4.160000,4.080000,4.080000,3.737779,200
2015-08-21,4.000000,4.000000,3.970000,3.970000,3.637005,15800
2015-08-24,3.970000,3.970000,3.970000,3.970000,3.637005,0
2015-08-25,4.070000,4.070000,4.010000,4.010000,3.673651,4500
2015-08-26,4.010000,4.010000,4.010000,4.010000,3.673651,2300
2015-08-27,4.030000,4.030000,3.990000,3.990000,3.655328,5500
2015-08-28,3.980000,3.980000,3.920000,3.920000,3.591199,11700
2015-08-31,3.920000,3.920000,3.920000,3.920000,3.591199,0
2015-09-01,3.920000,3.920000,3.920000,3.920000,3.591199,0
2015-09-02,3.920000,3.920000,3.920000,3.920000,3.591199,0
2015-09-03,3.920000,3.920000,3.920000,3.920000,3.591199,0
2015-09-04,3.910000,3.910000,3.910000,3.910000,3.582039,200
2015-09-08,3.950000,3.990000,3.930000,3.930000,3.600361,2300
2015-09-09,3.930000,3.930000,3.930000,3.930000,3.600361,0
2015-09-10,3.930000,3.980000,3.930000,3.980000,3.646167,700
2015-09-11,3.970000,3.970000,3.940000,3.940000,3.609522,300
2015-09-14,3.850000,3.870000,3.850000,3.870000,3.545393,2000
2015-09-15,3.910000,3.910000,3.910000,3.910000,3.582039,300
2015-09-16,3.910000,3.910000,3.910000,3.910000,3.582039,0
2015-09-17,3.910000,3.910000,3.910000,3.910000,3.582039,0
2015-09-18,3.980000,3.980000,3.870000,3.870000,3.545393,18400
2015-09-21,4.030000,4.030000,4.030000,4.030000,3.691973,1900
2015-09-22,3.800000,3.800000,3.770000,3.770000,3.453781,800
2015-09-23,3.770000,3.770000,3.770000,3.770000,3.453781,0
2015-09-24,3.720000,3.720000,3.720000,3.720000,3.407975,1600
2015-09-25,3.800000,3.800000,3.800000,3.800000,3.481265,700
2015-09-28,3.720000,3.720000,3.720000,3.720000,3.407975,2400
2015-09-29,3.570000,3.600000,3.570000,3.570000,3.270557,2300
2015-09-30,3.570000,3.570000,3.570000,3.570000,3.270557,0
2015-10-01,3.670000,3.710000,3.670000,3.710000,3.398814,900
2015-10-02,3.710000,3.710000,3.710000,3.710000,3.398814,0
2015-10-05,3.840000,3.840000,3.840000,3.840000,3.517910,900
2015-10-06,3.840000,3.840000,3.840000,3.840000,3.517910,0
2015-10-07,4.020000,4.020000,4.020000,4.020000,3.682812,600
2015-10-08,3.930000,3.930000,3.930000,3.930000,3.600361,200
2015-10-09,3.930000,3.930000,3.930000,3.930000,3.600361,0
2015-10-12,3.880000,3.880000,3.860000,3.860000,3.536232,9700
2015-10-13,3.860000,3.860000,3.860000,3.860000,3.536232,0
2015-10-14,3.720000,3.720000,3.720000,3.720000,3.407975,300
2015-10-15,3.830000,3.830000,3.800000,3.800000,3.481265,5500
2015-10-16,3.800000,3.800000,3.800000,3.800000,3.481265,0
2015-10-19,3.890000,3.910000,3.890000,3.910000,3.582039,73400
2015-10-20,3.860000,3.860000,3.860000,3.860000,3.536232,100
2015-10-21,3.730000,3.730000,3.730000,3.730000,3.417136,62200
2015-10-22,3.850000,3.850000,3.850000,3.850000,3.527071,600
2015-10-23,3.850000,3.850000,3.850000,3.850000,3.527071,81100
2015-10-26,3.840000,3.840000,3.840000,3.840000,3.517910,800
2015-10-27,3.910000,3.910000,3.910000,3.910000,3.582039,800
2015-10-28,3.800000,3.940000,3.740000,3.940000,3.609522,20700
2015-10-29,3.540000,3.590000,3.540000,3.590000,3.288879,2200
2015-10-30,3.490000,3.490000,3.490000,3.490000,3.197267,27000
2015-11-02,3.690000,3.720000,3.670000,3.670000,3.362169,9600
2015-11-03,3.510000,3.510000,3.510000,3.510000,3.215590,13300
2015-11-04,3.510000,3.510000,3.510000,3.510000,3.215590,0
2015-11-05,3.440000,3.600000,3.410000,3.600000,3.307463,22800
2015-11-06,3.440000,3.440000,3.440000,3.440000,3.160465,100
2015-11-09,3.620000,3.620000,3.480000,3.480000,3.197215,2200
2015-11-10,3.420000,3.420000,3.420000,3.420000,3.142090,4700
2015-11-11,3.610000,3.640000,3.530000,3.640000,3.344213,12000
2015-11-12,3.410000,3.410000,3.370000,3.370000,3.096153,300
2015-11-13,3.490000,3.490000,3.490000,3.490000,3.206402,34500
2015-11-16,3.410000,3.410000,3.410000,3.410000,3.132903,6200
2015-11-17,3.390000,3.390000,3.390000,3.390000,3.114528,8500
2015-11-18,3.400000,3.460000,3.400000,3.460000,3.178840,36300
2015-11-19,3.600000,3.600000,3.450000,3.450000,3.169652,4800
2015-11-20,3.450000,3.450000,3.450000,3.450000,3.169652,0
2015-11-23,3.300000,3.300000,3.300000,3.300000,3.031842,20100
2015-11-24,3.300000,3.300000,3.300000,3.300000,3.031842,0
2015-11-25,3.300000,3.300000,3.300000,3.300000,3.031842,0
2015-11-27,3.300000,3.300000,3.300000,3.300000,3.031842,0
2015-11-30,3.300000,3.300000,3.300000,3.300000,3.031842,100
2015-12-01,3.460000,3.460000,3.460000,3.460000,3.178840,2100
2015-12-02,3.480000,3.480000,3.410000,3.410000,3.132903,13000
2015-12-03,3.590000,3.590000,3.590000,3.590000,3.298276,15300
2015-12-04,3.400000,3.420000,3.390000,3.420000,3.142090,4100
2015-12-07,3.420000,3.420000,3.420000,3.420000,3.142090,15000
2015-12-08,3.280000,3.300000,3.180000,3.290000,3.022654,63000
2015-12-09,3.280000,3.280000,3.280000,3.280000,3.013466,15100
2015-12-10,3.270000,3.270000,3.240000,3.240000,2.976717,18700
2015-12-11,3.140000,3.150000,3.090000,3.090000,2.838906,35300
2015-12-14,3.170000,3.170000,3.110000,3.110000,2.857281,6500
2015-12-15,3.200000,3.260000,3.180000,3.260000,2.995092,7100
2015-12-16,3.200000,3.200000,3.200000,3.200000,2.939968,1500
2015-12-17,3.230000,3.340000,3.220000,3.230000,2.967529,37900
2015-12-18,3.230000,3.230000,3.140000,3.140000,2.884843,26600
2015-12-21,3.210000,3.210000,3.210000,3.210000,2.949155,3000
2015-12-22,3.300000,3.300000,3.190000,3.230000,2.967529,49800
2015-12-23,3.300000,3.300000,3.300000,3.300000,3.031842,1100
2015-12-24,3.260000,3.420000,3.260000,3.420000,3.142090,2100
2015-12-28,3.420000,3.420000,3.420000,3.420000,3.142090,0
2015-12-29,3.230000,3.280000,3.230000,3.280000,3.013466,55100
2015-12-30,3.290000,3.290000,3.290000,3.290000,3.022654,1300
2015-12-31,3.160000,3.190000,3.160000,3.190000,2.930780,2500
2016-01-04,3.160000,3.160000,3.160000,3.160000,2.903218,5000
2016-01-05,3.140000,3.160000,3.120000,3.160000,2.903218,2800
2016-01-06,3.180000,3.180000,3.030000,3.030000,2.783782,2200
2016-01-07,2.970000,3.020000,2.970000,3.020000,2.774594,5200
2016-01-08,2.940000,2.940000,2.860000,2.860000,2.627596,300
2016-01-11,3.020000,3.020000,2.880000,2.880000,2.645971,28200
2016-01-12,2.850000,2.850000,2.810000,2.850000,2.618408,12500
2016-01-13,2.880000,2.970000,2.880000,2.970000,2.728657,1100
2016-01-14,2.810000,2.810000,2.810000,2.810000,2.581659,200
2016-01-15,2.800000,2.800000,2.780000,2.780000,2.554097,34900
2016-01-19,2.800000,2.800000,2.620000,2.620000,2.407098,1900
2016-01-20,2.660000,2.660000,2.560000,2.560000,2.351974,12000
2016-01-21,2.560000,2.610000,2.560000,2.580000,2.370349,4100
2016-01-22,2.750000,2.750000,2.750000,2.750000,2.526534,3400
2016-01-25,2.690000,2.690000,2.540000,2.540000,2.333599,46700
2016-01-26,2.540000,2.540000,2.540000,2.540000,2.333599,13700
2016-01-27,2.540000,2.620000,2.540000,2.610000,2.397911,78200
2016-01-28,2.540000,2.570000,2.540000,2.540000,2.333599,17900
2016-01-29,2.570000,2.570000,2.570000,2.570000,2.361161,100
2016-02-01,2.650000,2.710000,2.650000,2.710000,2.489785,4600
2016-02-02,2.710000,2.710000,2.710000,2.710000,2.489785,0
2016-02-03,2.420000,2.500000,2.420000,2.500000,2.296849,2800
2016-02-04,2.690000,2.690000,2.460000,2.570000,2.361161,20100
2016-02-05,2.570000,2.570000,2.570000,2.570000,2.361161,7000
2016-02-08,2.480000,2.500000,2.320000,2.500000,2.296849,17800
2016-02-09,2.200000,2.270000,2.200000,2.270000,2.085539,9100
2016-02-10,2.270000,2.270000,2.270000,2.270000,2.085539,0
2016-02-11,2.070000,2.090000,2.070000,2.090000,1.920166,3400
2016-02-12,2.200000,2.270000,2.170000,2.220000,2.039603,277300
2016-02-16,2.310000,2.310000,2.310000,2.310000,2.122289,1300
2016-02-17,2.330000,2.410000,2.330000,2.410000,2.214163,9900
2016-02-18,2.440000,2.440000,2.280000,2.280000,2.094727,9500
2016-02-19,2.250000,2.390000,2.250000,2.390000,2.195788,65900
2016-02-22,2.290000,2.290000,2.270000,2.270000,2.085539,3300
2016-02-23,2.330000,2.330000,2.330000,2.330000,2.140664,7300
2016-02-24,2.330000,2.330000,2.330000,2.330000,2.140664,0
2016-02-25,2.320000,2.320000,2.320000,2.320000,2.131476,500
2016-02-26,2.250000,2.280000,2.250000,2.280000,2.094727,3300
2016-02-29,2.380000,2.390000,2.330000,2.330000,2.140664,35500
2016-03-01,2.330000,2.330000,2.330000,2.330000,2.140664,0
2016-03-02,2.330000,2.330000,2.330000,2.330000,2.140664,0
2016-03-03,2.290000,2.290000,2.290000,2.290000,2.103914,4000
2016-03-04,2.400000,2.400000,2.400000,2.400000,2.204976,100
2016-03-07,2.530000,2.530000,2.410000,2.530000,2.324412,59200
2016-03-08,2.510000,2.510000,2.480000,2.510000,2.306037,5900
2016-03-09,2.320000,2.340000,2.320000,2.320000,2.131476,8600
2016-03-10,2.250000,2.250000,2.200000,2.200000,2.052187,40800
2016-03-11,2.400000,2.400000,2.390000,2.400000,2.238750,246900
2016-03-14,2.420000,2.420000,2.300000,2.300000,2.145469,20300
2016-03-15,2.300000,2.300000,2.300000,2.300000,2.145469,0
2016-03-16,2.280000,2.280000,2.240000,2.240000,2.089500,91900
2016-03-17,2.370000,2.370000,2.370000,2.370000,2.210766,700
2016-03-18,2.400000,2.420000,2.400000,2.420000,2.257406,1100
2016-03-21,2.280000,2.380000,2.280000,2.380000,2.220094,19100
2016-03-22,2.300000,2.300000,2.240000,2.240000,2.089500,87600
2016-03-23,2.300000,2.300000,2.300000,2.300000,2.145469,38800
2016-03-24,2.120000,2.120000,2.120000,2.120000,1.977562,3800
2016-03-28,2.120000,2.120000,2.120000,2.120000,1.977562,0
2016-03-29,2.120000,2.120000,2.120000,2.120000,1.977562,0
2016-03-30,2.120000,2.120000,2.120000,2.120000,1.977562,0
2016-03-31,2.210000,2.210000,2.110000,2.150000,2.005547,22100
2016-04-01,2.130000,2.200000,2.080000,2.200000,2.052187,29900
2016-04-04,2.200000,2.200000,2.200000,2.200000,2.052187,13700
2016-04-05,2.110000,2.110000,2.080000,2.090000,1.949578,4400
2016-04-06,2.080000,2.080000,2.040000,2.040000,1.902937,27300
2016-04-07,2.030000,2.070000,2.030000,2.070000,1.930922,12000
2016-04-08,2.070000,2.090000,2.020000,2.060000,1.921594,31800
2016-04-11,2.140000,2.250000,2.120000,2.250000,2.098828,29000
2016-04-12,2.220000,2.220000,2.180000,2.180000,2.033531,21100
2016-04-13,2.180000,2.180000,2.180000,2.180000,2.033531,0
2016-04-14,2.300000,2.320000,2.300000,2.320000,2.164125,26700
2016-04-15,2.320000,2.320000,2.320000,2.320000,2.164125,3100
2016-04-18,2.320000,2.320000,2.320000,2.320000,2.164125,76000
2016-04-19,2.450000,2.450000,2.370000,2.380000,2.220094,23600
2016-04-20,2.420000,2.430000,2.400000,2.400000,2.238750,17900
2016-04-21,2.500000,2.500000,2.500000,2.500000,2.332031,100
2016-04-22,2.420000,2.430000,2.400000,2.410000,2.248078,22700
2016-04-25,2.440000,2.440000,2.420000,2.420000,2.257406,9200
2016-04-26,2.440000,2.490000,2.440000,2.490000,2.322703,9900
2016-04-27,2.530000,2.530000,2.530000,2.530000,2.360015,100
2016-04-28,2.530000,2.530000,2.530000,2.530000,2.360015,0
2016-04-29,2.460000,2.460000,2.460000,2.460000,2.294719,300
2016-05-02,2.460000,2.460000,2.460000,2.460000,2.294719,0
2016-05-03,2.450000,2.450000,2.360000,2.360000,2.201437,1300
2016-05-04,2.360000,2.360000,2.360000,2.360000,2.201437,700
2016-05-05,2.360000,2.360000,2.360000,2.360000,2.201437,0
2016-05-06,2.360000,2.360000,2.360000,2.360000,2.201437,0
2016-05-09,2.260000,2.260000,2.260000,2.260000,2.108156,300
2016-05-10,2.350000,2.350000,2.300000,2.300000,2.145469,6600
2016-05-11,2.330000,2.330000,2.310000,2.310000,2.154796,2200
2016-05-12,2.380000,2.420000,2.320000,2.320000,2.164125,11400
2016-05-13,2.320000,2.320000,2.320000,2.320000,2.164125,3400
2016-05-16,2.300000,2.330000,2.300000,2.330000,2.173453,5700
2016-05-17,2.330000,2.330000,2.310000,2.310000,2.154796,1300
